日期,工作名稱,公司名稱,公司地址,薪資,工作內容,地區,經歷,學歷,公司人數,文章編號,工作網址
2/13,總部-資訊部- .NET軟體工程師/.NET程式設計師 (Asp.NET/C#.NET),燦坤實業股份有限公司,台北市內湖區堤頂大道一段331號5樓,"35,000",【職務說明】1. 應用行動及雲端資訊技術，搭配實體通路，建立數位零售應用生態2. 配合部門目標，協助ERP系統逐步轉型為雲端服務系統架構，內容包括：內部WEB API 應用框架 & 對外服務應用層(採MVC架構)3. 數位行動應用：應用RWD網頁，配合外部雲端服務，完成APP & ChatBot 服務，內容包括：RWD網頁開發 & 配合外部廠商協同作業(視狀況整合Azure API 或Google API)【職務條件】1.熟悉程式語言(C# WEB Form 或 MVC 皆可)或其他主流程式語言開發經驗 2.熟悉資料庫(Oracle 或 MS SQL) 及具資料庫端開發經驗 3.網頁開發經驗 1年以上 (有RWD 經驗加分，非必要條件)4.系統分析一年以上經驗(有經驗佳，非必要) 程式撰寫二年以上經驗 .工作態度熱情認真積極,台北市內湖區,1年以上,大學,上市上櫃,5xcko,www.104.com.tw/job/5xcko?jobsource=jolist_d_relevance
2/14,SWRD_Senior Frontend Engineer (React) 資深前端工程師,Gogoro Taiwan Limited_睿能創意股份有限公司,台北市松山區,待遇面議,Responsibilities:• 創建具備使用資訊的完整性，安全性與隱私性的軟體平台系統。• 在參與軟體系統服務工作的同時，掌握商業邏輯與功能需求，提案架構設計，軟體開發，測試發布與使用者回饋整體流程。• 主動與軟體專案管理人員，跨團隊軟體工程師，軟體測,台北市松山區,3年以上,大學,員工2300人,694a9,www.104.com.tw/job/694a9?jobsource=jolist_d_relevance
2/14,資深韌體工程師,稜研科技股份有限公司,新北市板橋區遠東路3號3樓,"60,000","嵌入式系統軟體工程師, 主要負責開發RF前端模組的軟體解決方案. 會需要與RF和硬體工程師深入合作包含評估與導入設計各式新款mmWave RF IC.★ Job OverviewYou will be maintaining firmware",新北市板橋區,3年以上,碩士,距捷運亞東醫院站430公尺,6k86q,www.104.com.tw/job/6k86q?jobsource=jolist_d_relevance
2/16,軟體研發高級工程師-新 Switch 平台開發 (22003A),四零四科技股份有限公司,新北市新莊區新北大道四段3號13樓,待遇面議,"Purpose of this Position：1.配合公司與組織發展策略，開發新的產品與功能2.能夠透過研究及分析網路相關技術，持續發展技術專業3.配合公司品質策略，確實達到品質要求Major Areas of Responsibility：1.開發新 Ethernet Switch 平台, 包含 SDK 整合、硬體週邊及訊號驗證2.執行 Ethernet Switch Layer-2 / Layer-3 協定開發與系統整合3.開發流程文件撰寫，品質流程的執行4.發展及維護使用者介面及產測程式.能獨立開發、維護與修正，包含問題修正、效能提升、功能升級等",新北市新莊區,經歷不拘,大學,員工1300人,7c4yp,www.104.com.tw/job/7c4yp?jobsource=jolist_d_relevance
2/14,軟體研發工程師,健訊企業有限公司,台北市中山區南京東路２段７２號４樓,待遇面議,健訊企業有限公司為專精於無線電通信、微波傳輸系統、3G行動系統之專業無線電系統整合公司。目前軟體產品主要開發方向為：* 軟硬體整合系統* 無線電通訊設備整合* 訊號分析演算法研究* 周邊設備監控* IoT基礎研究* 無線通訊訊號偵,台北市中山區,經歷不拘,專科,員工50人,722d4,www.104.com.tw/job/722d4?jobsource=jolist_d_relevance
2/14,機器視覺工程師,威光自動化科技股份有限公司,新竹市牛埔南路17巷6號,待遇面議,機器視覺設備開發視覺相關軟體開發自動化設備視覺功能開發,新竹市,2年以上,大學,員工130人,6q6g7,www.104.com.tw/job/6q6g7?jobsource=jolist_d_relevance
2/14,cocos APP工程師,昂墨有限公司,台北市大安區駐點人員,"80,000",●專業項目1. 能以Cocos Creator為主要的開發平台研發，有APP開發經驗，熟悉熱更新尤佳。2. 獨立思考、分析並解決問題，完成客戶端服務的軟體開發。3. 配合公司新專案的設計與研發、邏輯等項目。4. 負責服務開發與後端工程對接,台北市大安區,3年以上,高中,,768ql,www.104.com.tw/job/768ql?jobsource=jolist_d_relevance
2/14,軟體工程師,睿鼎數位股份有限公司,台北市大安區仁愛路四段25號3樓,待遇面議,"我們期望同仁有良好的自我時間管理，具備找到解決方法的能力，先研究過再來提問是基本的態度，我們不要求到職時就精熟所有技術，但要用時必須能夠很快找到解決方法，這樣才能夠在工作過程中持續精進自我的專業能力；我們重視團隊的協力運作，希望每個人都能夠與同仁進行良好的溝通，能夠了解商業面的需求並考慮系統的延伸性，不希望只是拿到規格文件照著作。如果你希望能夠接觸不同產業的數位活動，願意在實際工作中追求自我提昇，請你和我們聯繫，讓我們有彼此瞭解的機會，創造共榮雙贏的職涯旅程！ 工作內容 1. 開發、維護客戶O2O行銷活動之網站。 2. 開發、維護公司產品Smart stamp 與echoss 服務所需之系統介面。 必備能力 1. 熟悉 PHP/HTML/CSS/JavaScript，jQuery, Bootstrap, 能完成適合於不同行動裝置使用的網頁元件。 2. 基於 Linux 作業系統，包含但不限於基本操作、環境設定。 3. 有網際網路的基本知識。 4. 有資訊安全的基本知識。 . 有獨立完成專案之經驗。",台北市大安區,經歷不拘,專科,員工15人,5xua3,www.104.com.tw/job/5xua3?jobsource=jolist_d_relevance
2/14,自動化整合工程師(台中市)－擴廠招募,有利康科技股份有限公司,台中市大雅區大雅區民生路三段90號,待遇面議,1. 工作內容為自動化系統開發。2. 開發軟體為LabVIEW、C#。3. 需配合客戶產線需求出差。4. 擴廠招募－上班地點：台中市大雅區民生路三段90號面試地點：台中市崇德路一段631號9樓之1,台中市大雅區,1年以上,專科,員工70人,38uim,www.104.com.tw/job/38uim?jobsource=jolist_d_relevance
2/16,資深軟體工程師 Senior Mobile App Engineer(Flutter)ー區塊鏈(15816-PH),立樂高園股份有限公司,台北市信義區,"120,000","【Responsibilities】- Support modern mobile app development, including both Android and iOS.- Plan and improve architecture and tech stack【公司概要】區塊鏈/交易所【福利制度】＜法定＞ 勞健保加班費 各種休假(特別休假、婚假、喪假、生理假、產檢假、陪產假、產假、育嬰假) 退休金【更多職缺】https://www.reeracoen.tw/zh-tw/jobs/search",台北市信義區,經歷不拘,專科,,7i6mm,www.104.com.tw/job/7i6mm?jobsource=jolist_d_relevance
2/15,"Sr. Software Engineer, Backend (Buyer Experience) - 資深後端工程師",旋轉科技有限公司,台北市中山區南京東路1段92號4樓,待遇面議,"[about Buyer Experience Team]Homescreen, Search Browsing, Location Filters and Listing Details Page are critical parts of various user journeys in Carousell, and we are building the next generation technology to power our business.We are always improving our buyer platform that powers most of these flows and our challenge is that it needs to cater to tens of millions of users and billions of listings. Isn't it exciting? Become part of this growing team and have a phenomenal impact by helping users easily find what they are looking for and engage and retain users by making content browsing on Carousell a habit. You can breathe the innovation and excitement of a startup, working alongside some of the most talented engineers![Responsibilities]- Collaborate and innovate closely with colleagues from various teams and functions (Product, Search Engineering, SX Engineering, Vertical Engineering) to deliver the optimized, reliable system and experience across all buyer journeys for tens of millions of users every month.- Analyse requirements, design and develop functionalities based on the product requirements.- Build and design scalable and reliable microservices.- Fully involved in the developing process from writing the technical design document to implementing the APIs to be utilized by client engineers.- Work with the infrastructure team on deploying, scaling and performance optimization.- Participate in code reviews to maintain a high-quality code culture.- Diagnose and troubleshoot incident and site issues with modern performance monitoring tools.",台北市中山區,3年以上,學歷不拘,員工500人,7d92j,www.104.com.tw/job/7d92j?jobsource=jolist_d_relevance
2/14,SW_光學軟體工程師,宜鼎國際股份有限公司,新北市汐止區大同路一段237號5樓,待遇面議,"1. Camera IQ (Imaging Quality) : 3A (AE,AF,AWB) 調校工具維護和開發2. Camera 試量產與良率分析，提供品質改進對策",新北市汐止區,1年以上,大學,員工600人,5w2py,www.104.com.tw/job/5w2py?jobsource=jolist_d_relevance
2/14,"軟體研發實習工程師 (web前端工程) (育才計劃,長期實習)",Cino Group_偉斯股份有限公司,新北市汐止區新台五路一段100號18樓B棟（東方科學園區，鄰宏碁總部）,190~240,工作內容* 協助構建現代化的 Web App，包括但不限於 Desktop/Mobile 上的 SPA* 協助工程師與設計師、Back-End 合作迭代產品需求* 參與並持續改善前端工作流，研究前端前沿技術於產品的應用必備條件* 熟悉,新北市汐止區,經歷不拘,大學,,7bro4,www.104.com.tw/job/7bro4?jobsource=jolist_d_relevance
2/10,機器人-視覺軟體工程師,廣明光電股份有限公司_廣達關係企業,桃園市龜山區文化二路188號3樓,待遇面議,"Job Descriptions:1. Design and implement vision system on robot.2. Develop user interface.3. Cooperate with a cross-function team to develop smart features in robot applications.Basic Requirements:1. Enthusiasm for building state-of-the-art robots with intelligent vision system.2. Strong coding skills in Python or C++.3. Experience in developing computer computer vision algorithms.Plus:1. Experience in developing user interface or integration of robot and vision.2. Familiar with algorithm of visual positioning, recognition.",桃園市龜山區,經歷不拘,大學,上市上櫃,7en12,www.104.com.tw/job/7en12?jobsource=jolist_d_relevance
2/17,初階 .NET C# 工程師,快思股份有限公司,台中市西屯區市政北七路186號22D,"30,000",1. 專案與產品之術研究、設計開發。2. 協助 PM 及 SA 同仁，進行需求討論、系統設計、測試修改、問題排除與掌控。3. 熟悉物件導向及敏捷開發模式。4. 熟悉C#，可以開發 .Net 及 .Net Core 應用程式。,台中市西屯區,經歷不拘,學歷不拘,員工20人,7er89,www.104.com.tw/job/7er89?jobsource=jolist_d_relevance
2/11,Android 、 iOS 軟體研發工程師,宥倍實業股份有限公司,日本東京都台東區台東四丁目31番6號,"60,000",1.日文程度N2、N1尤佳 (若無日檢合格證書，可直接來信說明日文聽說讀寫之能力) 2.具備實務開發經驗3年以上 3.主要工作為協助日本企業軟體設計開發 (依專業安排負責的工作) 4.月薪日幣20~60萬元，依照經驗、技能及語文能力評估薪資,日本,經歷不拘,大學,員工60人,6mx5c,www.104.com.tw/job/6mx5c?jobsource=jolist_a_relevance
2/14,雲端應用伺服器BMC軟體開發設計工程師/專員/主管 - J0105,廣達電腦股份有限公司,桃園市龜山區文化二路211號,待遇面議,"1. Implement and maintain server BMC (baseboard management controller) firmware.2. Develop new BMC features for server management.3. Programming for Linux based drivers, service, network, web, and RESTful functions.4. Develop open source Linux embedded on Yocto environment.. 工作待遇/職稱：將依學經歷進行敘薪。",桃園市龜山區,3年以上,大學,上市上櫃,vtdq,www.104.com.tw/job/vtdq?jobsource=jolist_a_relevance
2/17,Senior Tester/Test Engineer : 資深測試工程師,"HUNG YANG SOFTWARE TECH. CO., LTD._鴻揚科技有限公司",台北市南港區忠孝東路六段21號6樓,待遇面議,尋找5年以上軟體測試相關經驗，且對測試富有熱情的夥伴。工作說明：1.驗證系統各項功能 (functional testing)2.使用者測試 (Usability test)3.撰寫測試報告 (test report)4.問題追蹤處理,台北市南港區,經歷不拘,大學,員工180人,7fcef,www.104.com.tw/job/7fcef?jobsource=jolist_a_relevance
2/14,Java  工程師,百商數位科技股份有限公司,台北市大安區敦化南路二段105號18樓,待遇面議,SQL、MySQL Server等主流資料庫開發經驗 . 熟悉 Tomcat、JBoss、IIS等 AP server環境設定與使用經驗。6. 熟大型分散式系統架構設計與開發7. 對程式開發及軟體工程具有熱情，願意嘗試新技術及架構 8. 勇,台北市大安區,1年以上,專科,員工110人,6m0j2,www.104.com.tw/job/6m0j2?jobsource=jolist_a_relevance
2/17,資訊軟體工程師（上班地點：外埔或太平任選）,鋐光實業股份有限公司,台中市太平區勤益科技大學產學合作辦公室,"36,000",1.建置與維護公司生產、物流、庫存系統。2.開發ERP系統的周邊功能，以符合企業需求。3.負責軟體之設計以及程式撰寫。4.協助ERP 系統維護及問題排除。.進行軟體之測試與修改。,台中市太平區,2年以上,專科,員工290人,47qsm,www.104.com.tw/job/47qsm?jobsource=jolist_a_relevance
2/11,ACC-軟體工程師,新天地/雅悅會館/唯愛庭園_新天地國際實業股份有限公司,台中市北屯區崇德五路345號6F,"30,000","1.負責軟體程式撰寫,有.NET程式或Java開發經驗者佳2.熟SQL資料庫 。3.協助維護公司軟硬體設備運作。4.協助研發適合公司軟體新技術與新工具。.自認個性喜歡與人接觸溝通。",台中市北屯區,1年以上,大學,上市上櫃,70sfs,www.104.com.tw/job/70sfs?jobsource=jolist_a_relevance
2/17,軟體工程師(商務系)(C#),統一企業集團_統一資訊股份有限公司,台北市內湖區陽光街246號6樓,待遇面議,"1. 負責軟體之分析、設計以及程式撰寫2. 進行軟體之測試與修改3. 有一年以上系統開發/分析/設計經驗,了解WEB開發,C#, MS SQL",台北市內湖區,1年以上,大學,員工450人,6825d,www.104.com.tw/job/6825d?jobsource=jolist_a_relevance
2/10,網頁前端工程師,北極星測繪科技有限公司,台北市中正區和平西路二段100號,"42,000",1.熟悉Vue網頁開發架構2.個性好擅溝通3.駐點於客戶地點，自律性高。,台北市中正區,經歷不拘,碩士,,7iw98,www.104.com.tw/job/7iw98?jobsource=jolist_a_relevance
2/17,前端工程師,博樂資訊服務股份有限公司,台北市文山區興隆路一段55巷2號1樓,"35,000",【職務需求】1. 需負責前端網頁設計、開發2. 熟悉基本 Javascript、HTML、CSS 語法應用3. 熟悉基本 ajax、web 應用程式架構4. 具備參與團隊合作、與客戶互動討論意願. 具備程式軟體及網站技術與流程相關知識,台北市文山區,經歷不拘,大學,員工40人,6lqgd,www.104.com.tw/job/6lqgd?jobsource=jolist_a_relevance
2/14,開發工程師(Golang),山姆大叔科技有限公司,台北市內湖區瑞光路513巷22弄5號6樓之4,"40,000",工作內容：1. 開發微服務系統並已運行在 k8s 上，我們是用 docker 容器，要將部分微服務改為 golang ，來追求更高的吞吐量與性能2. 維護系統是已上線服務，會做壓力測試、整合測試等流程開發3. 參與 PM 需求討論，評估實作方案與開發來一起交付功能4. 參與研究技術，並對產品進行優化與提高效能參考條件：1. 有實際使用 Golang 開發過專案項目2. 熟悉如何設計流程用來同步/異步處理業務邏輯3. 了解資料庫 ORM 套件，如gorm4. 熟悉任一種關聯係資料庫 (Mysql、Postgresql). 有Redis的使用經驗6. 熟悉任一種 MQ (Rocketmq)7.了解 RESTful API,台北市內湖區,2年以上,大學,距捷運西湖站310公尺,7ein4,www.104.com.tw/job/7ein4?jobsource=jolist_a_relevance
2/14,資料工程師 Data Engineer,干城數碼有限公司,台北市中山區,待遇面議,"We're looking for talent data engineer. In the data era, the challenge is data growing more rapidly and getting more diverse.We built data lake to solve this problem.And we keep improving it by embracing new technology and cloud infra.  Key responsibilities:- Design / implement the data pipeline migration from AWS to Azure.- Design / implement service migration from AWS to Azure.- Develop/ sustain data pipeline & ETL on Azure.- Own the quality and performance of your delivered modules.",台北市中山區,2年以上,大學,,7ic7r,www.104.com.tw/job/7ic7r?jobsource=jolist_a_relevance
2/14,軟體設計工程師(C# or PHP),威誠資訊科技有限公司,高雄市苓雅區中正二路30號14樓D室,"28,000",.Windows or Linux 伺服器環境熟悉或基本管理;AWS、GCP等雲端架構架設與維運D.資料庫設計與分析E.程式開發基本資安規範[未來發展]A.中高層研發工程師主管B.系統架構師與系統分析師C.技術型專案經理D.部門高階,高雄市苓雅區,1年以上,專科,距捷運文化中心站270公尺,5lpbb,www.104.com.tw/job/5lpbb?jobsource=jolist_a_relevance
2/16,全端工程師 Full Stack Enginner,鉅芯科技有限公司,新竹市慈雲路118號14樓之7,"40,000",鉅芯科技（Nexus Tech）是半導體軟體供應商，我們結合半導體背景的專家及數據處理的人才，應用大數據/AI技術幫助半導體廠更快速找到問題及提高良率。【About you】我們希望你是擁有以下特質的人：- 喜歡團隊合作&謙虛：願意主動與,新竹市,經歷不拘,專科,,763yj,www.104.com.tw/job/763yj?jobsource=jolist_a_relevance
2/12,Developer 開發工程師 (Python),紐奧谷科技股份有限公司,台北市內湖區,待遇面議,能自我要求高8. 熟悉multi-threading、multi-processing9. 熟悉基本軟體工程概念10. 喜歡發想，並付諸程式碼驗證✔履歷通過審核，且實際前來本公司參加面試者，將依地區別提供定額面試交通費補助 ,台北市內湖區,2年以上,大學,,78o4v,www.104.com.tw/job/78o4v?jobsource=jolist_a_relevance
2/14,iOS/Android app開發工程師,愛播資訊股份有限公司,台北市大安區忠孝東路四段59號10樓之一,待遇面議,工作內容：1. 負責ios/android app軟體之分析、開發設計以及程式撰寫、系統維護2. 規劃執行軟體架構及模組之設計，並控管軟體設計進度3. 進行軟體之測試與修改4. 規劃、執行與維護量產的產品. 協助研發軟體新技術與新工具,台北市大安區,1年以上,高中,員工10人,7go97,www.104.com.tw/job/7go97?jobsource=jolist_a_relevance
2/13,Flutter APP軟體工程師(工作地點: 內湖),Advantech_研華股份有限公司,台北市內湖區瑞光路26巷20弄1號,待遇面議,1.開發手機與平板APP，使用RESTful API介接雲端上的IoT裝置管理系統2.配合開發團隊與美工設計師，進行APP的開發、維護與優化,台北市內湖區,經歷不拘,大學,上市上櫃,760ck,www.104.com.tw/job/760ck?jobsource=jolist_a_relevance
1/26,【Front-end Engineer】前端工程師,囿宇資訊有限公司,台北市松山區南京東路三段,"40,000","1、與後端工程師和UI / UX合作開發H5產品2、API 對接與端口整合3、負責前端研發工作,包括PC/移動Web應用的前端開發4、參與、定義前端研發工作流和開發規範、負責產品的軟體代碼編寫、關鍵演演演算法研究、單元測試等6、發現和",台北市松山區,經歷不拘,高中,員工20人,7agi9,www.104.com.tw/job/7agi9?jobsource=jolist_a_relevance
2/14,全端軟體工程師,承隆能源科技股份有限公司,台北市內湖區瑞光路258巷2號10樓,待遇面議,"1. 進行系統前端與後端的開發整合2. 參與過專案，具備前後端開發經驗，有C＃, SQL, javascript，WebAPI，JQuery...等    整合經驗者尤佳3.系統單元測試、功能測試、程式碼檢核，確保系統可靠及易於維護。4.主管交派事項",台北市內湖區,2年以上,專科,員工100人,7hb5o,www.104.com.tw/job/7hb5o?jobsource=jolist_a_relevance
2/16,NodeJS工程師(組織擴編),翼勝專利商標事務所,台北市大安區敦化南路二段77號19樓,"60,000",】1.大學（含）以上學歷，1-3年工作經驗2.計算機、軟體工程、資訊管理等相關專業等相關專業3.熟練掌握HTML5、CSS3、JavaScript、JQuery、Ajax等技術4.熟練使用MYSQL或MONGODB資料庫.熟練使用,台北市大安區,1年以上,大學,員工500人,7g7j3,www.104.com.tw/job/7g7j3?jobsource=jolist_a_relevance
2/14,Junior培訓工程師,碩誠國際股份有限公司,台北市松山區敦化北路170號14樓D室,"30,000",1.對於Javascript、Node.js、React.js、Html5有基礎背景或撰寫經驗者2.對於軟體業有興趣及願意接受培訓者3.良好的溝通與表達能力，同時致力於團隊協同工作4.認真負責的工作態度，積極配合公司任務指派,台北市松山區,經歷不拘,專科,,7cqbd,www.104.com.tw/job/7cqbd?jobsource=jolist_a_relevance
2/11,Android 、 iOS 軟體研發工程師,宥倍實業股份有限公司,日本東京都台東區台東四丁目31番6號,"60,000",1.日文程度N2、N1尤佳 (若無日檢合格證書，可直接來信說明日文聽說讀寫之能力) 2.具備實務開發經驗3年以上 3.主要工作為協助日本企業軟體設計開發 (依專業安排負責的工作) 4.月薪日幣20~60萬元，依照經驗、技能及語文能力評估薪資,日本,經歷不拘,大學,員工60人,6mx5c,www.104.com.tw/job/6mx5c?jobsource=jolist_c_relevance
2/14,Linux軟體研發工程師,淇譽電子科技股份有限公司,新北市中和區員山路512號2樓,待遇面議,"Working in Research and Development (R&D) developing code for Smart Speaker and Soundbar products. Responsible for integrating Smart Speaker and Audio Streaming related SDK, and integrating open source packages for WiFi/BT connectivity of IoT device, etc. Customize application and design user interface according to customer requirements",新北市中和區,3年以上,大學,上市上櫃,66iy9,www.104.com.tw/job/66iy9?jobsource=jolist_c_relevance
2/14,PHP API軟體工程師,亞路科技股份有限公司,台北市中正區市民大道三段二號10F,"40,000",-此份工作需要有經驗者應徵-1.使用PHP開發 網站系統2.熟悉API撰寫3.熟悉API功能串接.4基本Linux操作-具備良好溝通能力，責任感，邏輯力強，解決問題能力強-,台北市中正區,經歷不拘,學歷不拘,員工20人,79zun,www.104.com.tw/job/79zun?jobsource=jolist_c_relevance
2/14,人工智慧軟體應用工程師,訊連科技股份有限公司,新北市新店區民權路100號15F(新店線大坪林捷運站1號出口),待遇面議,"工科系所畢業C/C++, Java精通至少一種2. 對人工智慧、機器學習充滿熱情3. 熟windows programming尤佳【關於人臉辨識系統-FaceMe】訊連科技推出FaceMe® Security 7.0 智慧安控軟體重大升級",新北市新店區,經歷不拘,大學,上市上櫃,6cugv,www.104.com.tw/job/6cugv?jobsource=jolist_c_relevance
2/16,應用軟體工程師(Operating Interface),寰邦科技股份有限公司,新竹縣湖口鄉光復路75號,待遇面議,"1.　User interface  / 資料格式maintain 2.　與產品工程師協同開發合作防呆卡關機制3.　Platform: Window XP, Linux, SunOS, Solaris4.　Software language",新竹縣湖口鄉,經歷不拘,大學,員工400人,7h6zd,www.104.com.tw/job/7h6zd?jobsource=jolist_c_relevance
2/16,前端工程師 Frontend Engineer,索爾斯科技有限公司,新竹縣竹北市復興二路227號4樓之6,"35,000",必要技能Javascript、jQuery、HTML、CSS具前端框架（Angular2、VUE、React）有實作經驗者。熟悉Restful API協定，配合後端工程師規劃API架構。- 熟悉基本 web 協定如 HTTP、REST、,新竹縣竹北市,經歷不拘,大學,員工10人,7it39,www.104.com.tw/job/7it39?jobsource=jolist_c_relevance
2/17,Server BIOS軟體工程師_內湖_11957,緯創資通股份有限公司,台北市內湖區行善路158號,"30,000",1. 瞭解BIOS/UEFI相關技術。2. 研習專案相關規格書。3. 接受專案開發訓練。4. 擬定與執行專案計劃。. 與專案團隊其他成員合作，開發BIOS/UEFI、協助分析問題、解決問題。6. 與客戶溝通，討論BIOS/UEFI相關問題，並提供專業見解。,台北市內湖區,經歷不拘,大學,上市上櫃,nwb7,www.104.com.tw/job/nwb7?jobsource=jolist_c_relevance
2/17,軟/韌體工程師,萬潤科技股份有限公司,高雄市路竹區路科10路1號,"55,000",1. 撰寫各種微控制器韌體程式2.執行韌體產品開發流程，檢測韌體產品3.與硬體及軟體工程師溝通配合，4.提供開發所需要的軟韌體支援. 軟/韌體售服工作6. 產線機台故障查檢、排除7. 軟/韌體程式開發,高雄市路竹區,3年以上,專科,上市上櫃,72xkz,www.104.com.tw/job/72xkz?jobsource=jolist_c_relevance
2/09,軟體測試工程師 (NC-痞客邦技術研發部),PIXNET_優像數位媒體科技股份有限公司,台北市中山區民生東路三段51號12樓,待遇面議,● 負責 iOS 及 Android app、web手機及桌遊網頁測試● 根據 wireframe，UI spec、需求文件及團隊討論，撰寫測試計畫及設計測試案例，並產      出測試報告● 追蹤產品各項問題，並進行修復後複測● 將測試相關資訊文件化● 改善測試流程● 其他部門交辦事項,台北市中山區,1年以上,大學,員工100人,7i95t,www.104.com.tw/job/7i95t?jobsource=jolist_c_relevance
2/11,(資深) iOS 工程師【台北】,旺德賽斯科技股份有限公司,台北市信義區,待遇面議,身為 IOS 工程師的你，是否一直在尋找可以實現抱負且值得託付終身的幸福企業，在旺德賽斯我們提供了這些優越條件：【團隊氛圍】我們樂於分享經驗與知識。時常討論，每個人的意見都具有價值。我們樂於套用 Design Pattern /,台北市信義區,1年以上,大學,,76a0o,www.104.com.tw/job/76a0o?jobsource=jolist_c_relevance
2/14,33110-軟體研發工程師(台北),QNAP_威聯通科技股份有限公司,台北市大安區新生南路1段111號,"50,000",Linux / UNIX平台之上的軟體開發以及演算法研發，範圍涵蓋Linux應用程式開發，虛擬機核心與應用平台、雲端儲存等核心技術領域。本職務重視技術原創以及開放原始碼(open source)的互惠精神，對公司、社群與個人的積極三贏，歡迎有志,台北市大安區,經歷不拘,碩士,員工1300人,3hz7s,www.104.com.tw/job/3hz7s?jobsource=jolist_c_relevance
2/14,Junior PHP 工程師,百岳國際股份有限公司,台北市大安區忠孝東路三段96號4樓之1,"35,000",# 能力需求- 熟悉 PHP/MySQL 網站後端開發- 熟悉命令列操作，簡易 Linux 主機管理* 我們的工作分配是以元件區分，工程師需能獨立完成一組功能元件，因此需具備基本的前端整合能力* 若您是純後端工程師，我們會逐步訓練您的前,台北市大安區,3年以上,學歷不拘,員工15人,7fgrb,www.104.com.tw/job/7fgrb?jobsource=jolist_c_relevance
2/14,軟體研發工程師(RDSW_004),正文科技股份有限公司,新竹縣湖口鄉中華路15-1號,"35,000","Embedded system software development on wireless products, especially on AP, Routers, IOT gateway and IAD.1. Linux based",新竹縣湖口鄉,經歷不拘,大學,上市上櫃,6zx1f,www.104.com.tw/job/6zx1f?jobsource=jolist_c_relevance
2/14,軟體測試工程師,皇丞創新科技股份有限公司,新北市新店區寶橋路188號12樓之1,"35,000",我們正致力推展 智慧零售，多元智慧取餐等專業自動化智慧販售系統與平台的設計研發，也正尋找具主動積極、勇於創新、重視團隊的工作夥伴！如果您對智慧零售，智慧取餐平台自動化系統程式開發有興趣，千萬不要猶豫，快送出您的履歷，跟我們一起並肩作戰，共享新創事業的經營成果！1. 依據產品規格撰寫測試計畫、設計測試項目2. 熟悉Web/Mobile Web/APP/Native Code各種平台測試(Android/IOS/Linux)。3. 自動測試規劃與執行。4. 問題追蹤處理，分析測試資料，測試報告製作。. 建立與優化測試流程。6. 研究與學習新的測試方法。,新北市新店區,3年以上,專科,員工70人,7gs9v,www.104.com.tw/job/7gs9v?jobsource=jolist_c_relevance
2/14,嵌入式網路軟體研發工程師(台北),京潤科技股份有限公司,台北市南港區,"60,000",1. GPON ONT/ONU 軟體開發2. OMCI 協定開發3. L2/L3 Switching/Routing軟體開發4. OpenWrt 軟體開發. Gateway網管軟體開發6. 系統整合,台北市南港區,2年以上,大學,員工16人,7991n,www.104.com.tw/job/7991n?jobsource=jolist_c_relevance
2/17,JAVA工程師(提供培訓),博樂資訊服務股份有限公司,台北市文山區興隆路一段55巷2號1樓,"30,000",開發有興趣、希望累積大型專案開發、多人共同開發經驗的伙伴加入，即使沒有實務經驗，我們也會提供培訓，協助您成為優秀的軟體工程師。,台北市文山區,經歷不拘,大學,員工40人,6loyc,www.104.com.tw/job/6loyc?jobsource=jolist_c_relevance
2/14,嵌入式網路軟體研發工程師(新竹),京潤科技股份有限公司,新竹縣湖口鄉中華路15之1號8F,"60,000",1. GPON ONT/ONU 軟體開發2. OMCI 協定開發3. L2/L3 Switching/Routing軟體開發4. OpenWrt 軟體開發. Gateway網管軟體開發6. 系統整合,新竹縣湖口鄉,2年以上,大學,員工16人,7bl40,www.104.com.tw/job/7bl40?jobsource=jolist_c_relevance
2/07,雲端工程師,南瓜虛擬科技股份有限公司,高雄市左營區博愛二路366號7樓之6,"40,000",【工作內容】1.對程式開發及軟體工程具有熱情，願意嘗試新技術及架構者2.操作 Amazon Web Service、Google Cloud Platform或Microsoft Azure3.雲端環境規劃、建置、維護4.監控數據之大數,高雄市左營區,經歷不拘,學歷不拘,員工20人,6qb4j,www.104.com.tw/job/6qb4j?jobsource=jolist_c_relevance
2/14,軟體研發工程師 (RDSW_152),正文科技股份有限公司,新竹縣湖口鄉中華路15-1號,"35,000","1. 光通訊 (GPON, XGSPON…) 產品系統軟韌體開發2. Networking programming.3. C programming based on embedded Linux OS platforms.4. 協助客戶端處理問題※有經驗者工作待遇，將依學經歷進行敘薪※歡迎大學/碩士新鮮人應徵，工作待遇月薪35K~55K",新竹縣湖口鄉,經歷不拘,大學,上市上櫃,5gldl,www.104.com.tw/job/5gldl?jobsource=jolist_c_relevance
2/14,機聯網軟體助理工程師 (美綠國際),連達國際股份有限公司,新北市樹林區博愛街242號9樓,"30,000",在擴展團隊的規模與服務的能量，若你具備熱情，也正在找尋一個合適的團隊一同發展，只要你符合下列各點，歡迎與我們連絡。1. 具備C#開發能力，有實務工作經驗。2. 自覺符合IOT軟體工程師部份需求，但缺乏夠實務經驗，正規劃接觸IOT相關的實務應用,新北市樹林區,1年以上,專科,員工300人,7j2rf,www.104.com.tw/job/7j2rf?jobsource=jolist_c_relevance
